,year,month,true,predicted,true_pct_change,predicted_pct_change,true_movement,predicted_movement
0,2025,10,2.15,2.1777701658905033,0.0,0.012916356228141135,down,up
1,2025,11,2.15,2.115267006624849,0.0,-0.028700530590700102,down,down
2,2025,12,2.15,2.2493431225164335,0.0,0.06338496060859877,down,up
3,2026,1,2.15,3.3912813351528843,0.0,0.5076763083432629,down,up
4,2026,2,2.36,3.3376753099381764,0.0976744186046512,-0.0158070121340409,up,down
5,2026,3,2.84,3.4809259214210604,0.20338983050847448,0.04291927709575116,up,up
6,2026,4,6.4,3.45395719324692,1.2535211267605635,-0.007747573140864272,up,down
7,2026,5,5.28,3.8100320071193914,-0.17500000000000004,0.1030918433409247,down,up
8,2026,6,2.96,3.727231287386726,-0.43939393939393945,-0.021732289801750904,down,down
9,2026,7,3.1,3.7732424295751317,0.04729729729729737,0.01234459002963173,up,up
